File,Rep,Sched,P1,R1,B1,P2,R2,B2,SSMag,LLDelay,PropSS
ssmag115.xlsx,25,1,0.0,9.125,10.75,0.0,75.95,315.075,115.0,5.0,0.032993171180848616
ssmag115.xlsx,25,2,0.0,12.825,14.4,0.0,37.675,245.9,115.0,10.0,0.05532078371110257
ssmag115.xlsx,25,3,0.0,38.55,45.675,0.0,15.025,140.25,115.0,20.0,0.24566357402178296
ssmag115.xlsx,25,4,0.0,53.475,63.275,0.0,8.025,92.95,115.0,30.0,0.405024803968635
ssmag115.xlsx,25,5,0.0,73.425,85.8,0.0,3.375,45.55,115.0,40.0,0.6532165968785687
ssmag115.xlsx,25,6,0.0,82.05,96.9,0.0,2.575,36.5,115.0,50.0,0.7263868065967016
ssmag115.xlsx,25,7,0.0,83.55,97.65,0.0,2.275,33.575,115.0,60.0,0.744141741284054
ssmag115.xlsx,25,8,0.0,89.425,105.225,0.0,1.525,19.825,115.0,70.0,0.8414634146341463
ssmag115.xlsx,25,9,0.0,76.675,90.85,0.0,2.075,33.0,115.0,80.0,0.7335486475575292
ssmag115.xlsx,26,1,0.0,0.15,0.15,0.0,80.925,344.375,115.0,5.0,0.0004353820477468979
ssmag115.xlsx,26,2,0.0,0.35,0.375,0.0,40.425,273.0,115.0,10.0,0.0013717421124828531
ssmag115.xlsx,26,3,0.0,35.05,40.925,0.0,14.225,143.2,115.0,20.0,0.22226748133061777
ssmag115.xlsx,26,4,0.0,70.35,82.475,0.0,5.55,61.85,115.0,30.0,0.5714533171661181
ssmag115.xlsx,26,5,0.0,79.825,94.125,0.0,3.2,39.55,115.0,40.0,0.7041331587806245
ssmag115.xlsx,26,6,0.0,73.9,87.1,0.0,3.425,42.35,115.0,50.0,0.6728466589416764
ssmag115.xlsx,26,7,0.0,93.375,109.875,0.0,1.075,12.925,115.0,60.0,0.8947475570032574
ssmag115.xlsx,26,8,0.0,57.75,68.425,0.0,3.6,55.35,115.0,70.0,0.5528176126035144
ssmag115.xlsx,26,9,0.0,74.7,88.875,0.0,2.05,33.675,115.0,80.0,0.7252141982864138
ssmag115.xlsx,27,1,0.0,2.15,2.55,0.0,81.0,341.55,115.0,5.0,0.007410636442894507
ssmag115.xlsx,27,2,0.0,0.825,0.95,0.0,41.725,279.05,115.0,10.0,0.0033928571428571428
ssmag115.xlsx,27,3,0.0,63.375,75.05,0.0,10.05,93.2,115.0,20.0,0.44606240713224365
ssmag115.xlsx,27,4,0.0,53.9,63.3,0.0,7.125,82.65,115.0,30.0,0.433710174717369
ssmag115.xlsx,27,5,0.0,78.275,92.175,0.0,3.05,40.225,115.0,40.0,0.6961858006042295
ssmag115.xlsx,27,6,0.0,71.575,84.15,0.0,3.45,44.425,115.0,50.0,0.654481819949446
ssmag115.xlsx,27,7,0.0,72.45,85.15,0.0,2.625,37.625,115.0,60.0,0.6935451028303808
ssmag115.xlsx,27,8,0.0,73.175,86.35,0.0,2.25,35.35,115.0,70.0,0.709531635168447
ssmag115.xlsx,27,9,0.0,77.125,91.175,0.0,2.075,31.525,115.0,80.0,0.7430725346373268
ssmag115.xlsx,28,1,0.0,0.075,0.1,0.0,83.025,345.275,115.0,5.0,0.0002895403546869345
ssmag115.xlsx,28,2,0.0,9.9,11.2,0.0,38.675,255.675,115.0,10.0,0.0419672131147541
