File,Sched,Rep,Rep,P1,P1,R1,R1,B1,B1,P2,P2,R2,R2,B2,B2,SSMag,SSMag,LLDelay,LLDelay,PropSS,PropSS
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
ssmag15.xlsx,2,15.5,8.803408430829505,0.0,0.0,261.98083333333335,42.22065073420281,391.8908333333333,62.83333814864763,0.0,0.0,2.529166666666667,6.278023668174637,17.105,42.32437668848728,15.0,0.0,10.0,0.0,0.9519857082969271,0.12848901278657174
ssmag15.xlsx,3,15.5,8.803408430829505,0.0,0.0,279.0516666666666,2.405112490498954,416.59749999999997,2.5956806794471508,0.0,0.0,0.030000000000000002,0.10284739280553762,0.2733333333333333,0.8963752036659239,15.0,0.0,20.0,0.0,0.9993406590706424,0.0021634855508491715
ssmag15.xlsx,4,15.5,8.803408430829505,0.0,0.0,278.2308333333333,3.620134566781875,415.74833333333333,5.207322154715255,0.0,0.0,0.0575,0.18408089488610424,0.65,1.9574239757113567,15.0,0.0,30.0,0.0,0.9984064282759618,0.004828924725479915
ssmag15.xlsx,5,15.5,8.803408430829505,0.0,0.0,279.2916666666667,1.7075432711906608,417.3425,2.101550638506463,0.0,0.0,0.006666666666666666,0.03211867362458012,0.07,0.37871151790393626,15.0,0.0,40.0,0.0,0.9998311120766703,0.0009137702003761762
ssmag15.xlsx,6,15.5,8.803408430829505,0.0,0.0,279.0516666666666,1.7199756079532125,417.3316666666667,1.7598605613520337,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,50.0,0.0,1.0,0.0
ssmag15.xlsx,7,15.5,8.803408430829505,0.0,0.0,279.65999999999997,1.8125472645442664,417.53416666666664,2.23972253643833,0.0,0.0,0.005833333333333333,0.027608198848859393,0.06416666666666666,0.3467635668065026,15.0,0.0,60.0,0.0,0.9998443496639077,0.0008413572101687631
ssmag15.xlsx,8,15.5,8.803408430829505,0.0,0.0,279.3958333333333,1.9204332679844898,417.4633333333333,1.3993183890819532,0.0,0.0,0.0025000000000000005,0.007628214415734118,0.0033333333333333335,0.010854312136382618,15.0,0.0,70.0,0.0,0.9999919939851665,2.605578907459114e-05
ssmag15.xlsx,9,15.5,8.803408430829505,0.0,0.0,279.2316666666667,1.8365416024341152,417.12666666666667,1.7349467513111339,0.0,0.0,0.0008333333333333334,0.004564354645876385,0.0016666666666666668,0.00912870929175277,15.0,0.0,80.0,0.0,0.999996005592171,2.187827271840672e-05
ssmag155.xlsx,1,15.5,8.803408430829505,0.0,0.0,1.0275,1.9805122769905632,1.15,2.255644261509948,0.0,0.0,80.84416666666667,2.151249469868431,340.14666666666665,8.20887538323439,155.0,0.0,5.0,0.0,0.003470054386901129,0.006893667478052881
ssmag155.xlsx,2,15.5,8.803408430829505,0.0,0.0,5.674166666666666,3.7189257540811185,6.465833333333333,4.302387485421629,0.0,0.0,39.32333333333334,1.884303737382231,260.97833333333335,12.320229253166307,155.0,0.0,10.0,0.0,0.024586832211267066,0.01685249842784514
ssmag155.xlsx,3,15.5,8.803408430829505,0.0,0.0,18.709999999999997,5.7477379358587966,21.342499999999998,6.703010614127315,0.0,0.0,16.465,1.4554830931628018,160.6125,13.959486871188954,155.0,0.0,20.0,0.0,0.11866257567901445,0.041491535729247166
ssmag155.xlsx,4,15.5,8.803408430829505,0.0,0.0,28.1375,6.243861640816136,32.04083333333333,7.041531607900195,0.0,0.0,9.81,1.1372152921455354,113.54333333333334,14.246720634959289,155.0,0.0,30.0,0.0,0.222666843594545,0.057996882740968286
ssmag155.xlsx,5,15.5,8.803408430829505,0.0,0.0,37.29666666666667,5.638899429995997,42.48416666666667,6.457805632872053,0.0,0.0,6.445833333333334,0.663490097285108,82.21083333333333,8.389730183830183,155.0,0.0,40.0,0.0,0.34143793640713826,0.055455647201725126
ssmag155.xlsx,6,15.5,8.803408430829505,0.0,0.0,38.1875,6.914230546613567,43.53,8.078903454954933,0.0,0.0,5.213333333333334,0.7947221736766463,71.85416666666667,11.046116268917178,155.0,0.0,50.0,0.0,0.37919706236689504,0.07950711975224789
ssmag155.xlsx,7,15.5,8.803408430829505,0.0,0.0,40.968333333333334,6.5855082977876425,46.64333333333333,7.739149616179363,0.0,0.0,4.208333333333333,0.5889548506396344,61.58083333333333,9.763215365933972,155.0,0.0,60.0,0.0,0.4323090965189517,0.07831050722737111
ssmag155.xlsx,8,15.5,8.803408430829505,0.0,0.0,41.35166666666667,4.989894673294689,47.19666666666667,5.7513331787798,0.0,0.0,3.8141666666666665,0.46072858966351676,58.108333333333334,7.344724042764834,155.0,0.0,70.0,0.0,0.44903380014971533,0.05999420914799604
ssmag155.xlsx,9,15.5,8.803408430829505,0.0,0.0,44.204166666666666,6.742834905102694,50.535,7.637056889341239,0.0,0.0,3.216666666666667,0.47608013910535557,49.704166666666666,7.885711334250476,155.0,0.0,80.0,0.0,0.5043488605114028,0.07606350935960801
ssmag170.xlsx,1,15.5,8.803408430829505,0.0,0.0,0.4075,0.668572527208478,0.45916666666666667,0.7640489731249781,0.0,0.0,81.49833333333332,1.4677999801094146,342.09833333333336,4.992446593455532,170.0,0.0,5.0,0.0,0.0013576013449163483,0.0022705217150441486
ssmag170.xlsx,2,15.5,8.803408430829505,0.0,0.0,3.279166666666667,1.8890346391255222,3.6875,2.176062463448048,0.0,0.0,40.267500000000005,1.4208901714454722,267.8641666666667,7.561642323360503,170.0,0.0,10.0,0.0,0.013685830834001529,0.008201094315891362
ssmag170.xlsx,3,15.5,8.803408430829505,0.0,0.0,12.583333333333334,3.721832912676906,14.076666666666666,4.1736237321386875,0.0,0.0,17.750833333333333,1.3911122338353705,172.625,12.176710741524525,170.0,0.0,20.0,0.0,0.07633604451421143,0.024852178559806076
ssmag170.xlsx,4,15.5,8.803408430829505,0.0,0.0,19.569166666666668,5.091247913438507,21.989166666666666,5.777869802446486,0.0,0.0,10.786666666666667,0.9418144020007827,126.28500000000001,11.014190689820296,170.0,0.0,30.0,0.0,0.1497256509281126,0.04530867689574581
ssmag170.xlsx,5,15.5,8.803408430829505,0.0,0.0,23.3825,4.3207805309401826,26.259999999999998,4.903520023482075,0.0,0.0,7.867500000000001,0.6042646571346605,101.22749999999999,7.972367012115168,170.0,0.0,40.0,0.0,0.20682127660615357,0.04329466977201378
ssmag170.xlsx,6,15.5,8.803408430829505,0.0,0.0,29.118333333333332,5.551548919202536,32.651666666666664,6.1674371994529,0.0,0.0,5.825,0.7742070470643737,81.055,11.325977920783219,170.0,0.0,50.0,0.0,0.28993161430632713,0.06648084566260329
ssmag170.xlsx,7,15.5,8.803408430829505,0.0,0.0,29.923333333333336,5.280449192839651,33.600833333333334,6.107917711001664,0.0,0.0,4.909166666666667,0.48687441440508955,72.75166666666668,8.183401338762774,170.0,0.0,60.0,0.0,0.31693914857250693,0.06262828762734202
ssmag170.xlsx,8,15.5,8.803408430829505,0.0,0.0,32.07,4.636155697900192,35.94666666666667,5.266033535347291,0.0,0.0,4.210833333333333,0.46635431870490135,64.83666666666666,7.928823273711374,170.0,0.0,70.0,0.0,0.35807013317843583,0.059687724368740216
ssmag170.xlsx,9,15.5,8.803408430829505,0.0,0.0,34.86416666666666,4.596905271453028,39.189166666666665,5.233527867202161,0.0,0.0,3.6416666666666666,0.4185532004526969,57.392500000000005,7.278730676335036,170.0,0.0,80.0,0.0,0.40694713794380555,0.0607741759756897
ssmag25.xlsx,1,15.5,8.803408430829505,0.0,0.0,161.05083333333332,105.7908504051935,224.38833333333332,147.4509055837612,0.0,0.0,25.375,36.4656622847038,107.695,154.80417474099778,25.0,0.0,5.0,0.0,0.68535510852524,0.45128779962857934
ssmag25.xlsx,2,15.5,8.803408430829505,0.0,0.0,225.995,19.66157354175731,315.1091666666667,27.64067973125385,0.0,0.0,1.5883333333333334,3.7166200192938863,10.2875,24.072283165714563,25.0,0.0,10.0,0.0,0.9676096778588158,0.07592888014510067
ssmag25.xlsx,3,15.5,8.803408430829505,0.0,0.0,232.75,4.91486134788821,324.7758333333333,6.43023060713374,0.0,0.0,0.1225,0.48660284379173835,1.195,4.762996738507647,25.0,0.0,20.0,0.0,0.9962745733285004,0.014933073181134621
ssmag25.xlsx,4,15.5,8.803408430829505,0.0,0.0,233.515,2.8810289110328107,325.7375,3.5364770971435333,0.0,0.0,0.055,0.13137206967104986,0.6683333333333333,1.544524998588358,25.0,0.0,30.0,0.0,0.997933326652188,0.004788310487417087
ssmag25.xlsx,5,15.5,8.803408430829505,0.0,0.0,233.65916666666666,2.7400484778411403,325.89666666666665,3.5676391143968917,0.0,0.0,0.024166666666666666,0.08080503711396032,0.32249999999999995,1.0837624039778564,25.0,0.0,40.0,0.0,0.9989928066024286,0.0033865232831346583
ssmag25.xlsx,6,15.5,8.803408430829505,0.0,0.0,234.35666666666665,2.195998843246561,327.02333333333337,2.6318746869515155,0.0,0.0,0.011666666666666665,0.04291799183312875,0.13916666666666666,0.5895894002774645,25.0,0.0,50.0,0.0,0.9995675726047318,0.00183670824994125
ssmag25.xlsx,7,15.5,8.803408430829505,0.0,0.0,234.01666666666668,1.8929239074881568,326.57416666666666,2.2063044789926427,0.0,0.0,0.0033333333333333335,0.00864364759104401,0.05,0.17195628955418116,25.0,0.0,60.0,0.0,0.9998467708362978,0.0005269435988496475
ssmag25.xlsx,8,15.5,8.803408430829505,0.0,0.0,234.75750000000002,2.2365127373073364,327.43,2.3443935323411,0.0,0.0,0.008333333333333333,0.026533431525261622,0.08416666666666667,0.3479919820056633,25.0,0.0,70.0,0.0,0.9997405043634212,0.0010738679450752974
ssmag25.xlsx,9,15.5,8.803408430829505,0.0,0.0,234.23999999999998,2.154071925927492,326.51166666666666,2.5083716153950517,0.0,0.0,0.005,0.023118883161188594,0.11166666666666666,0.46958039474240915,25.0,0.0,80.0,0.0,0.9996544379982136,0.0014550662232406199
ssmag35.xlsx,1,15.5,8.803408430829505,0.0,0.0,95.62666666666668,104.0897826011469,129.0775,140.46045497448,0.0,0.0,45.149166666666666,39.77829587296911,190.43583333333333,167.67507251600378,35.0,0.0,5.0,0.0,0.44403386338507556,0.4866841031415143
ssmag35.xlsx,2,15.5,8.803408430829505,0.0,0.0,193.4725,30.276845703868528,261.6666666666667,40.84405969836591,0.0,0.0,3.7808333333333333,5.876592532994828,25.315833333333334,39.02570852663341,35.0,0.0,10.0,0.0,0.9109689668292429,0.13729782942697089
ssmag35.xlsx,3,15.5,8.803408430829505,0.0,0.0,208.02416666666667,11.444529794301014,280.83250000000004,15.478205130173338,0.0,0.0,0.5725,1.1132886588531452,5.763333333333334,11.333334516565186,35.0,0.0,20.0,0.0,0.9793340612450421,0.04185440381196393
ssmag35.xlsx,4,15.5,8.803408430829505,0.0,0.0,212.1225,3.3877590879416264,287.055,4.838679465052136,0.0,0.0,0.0875,0.24030781266447873,1.0083333333333333,2.5679920820230993,35.0,0.0,30.0,0.0,0.9964478401049603,0.009070287672314901
ssmag35.xlsx,5,15.5,8.803408430829505,0.0,0.0,212.91833333333335,2.96485835369436,287.49583333333334,3.9884265939593697,0.0,0.0,0.052500000000000005,0.15720484111173397,0.6116666666666667,1.969527920564991,35.0,0.0,40.0,0.0,0.9978521748576126,0.0069329005274840795
ssmag35.xlsx,6,15.5,8.803408430829505,0.0,0.0,212.63916666666668,3.056752582492522,286.99583333333334,3.5754375385334116,0.0,0.0,0.025833333333333333,0.06482181589628566,0.31833333333333336,1.0611666752417728,35.0,0.0,50.0,0.0,0.998872008380814,0.0037738033902832125
ssmag35.xlsx,7,15.5,8.803408430829505,0.0,0.0,213.4975,1.9645604711557219,288.0725,2.1715276483586874,0.0,0.0,0.0125,0.030618621784789725,0.14833333333333334,0.41042100616178323,35.0,0.0,60.0,0.0,0.9994843061841581,0.001426313610774245
ssmag35.xlsx,8,15.5,8.803408430829505,0.0,0.0,212.84,1.8454463995990567,287.33250000000004,2.4025951307011537,0.0,0.0,0.016666666666666666,0.043218237955220055,0.21416666666666667,0.6747823190932907,35.0,0.0,70.0,0.0,0.9992531902690985,0.0023488171781202334
ssmag35.xlsx,9,15.5,8.803408430829505,0.0,0.0,213.00583333333333,2.2883765828764884,287.97,2.770016494411256,0.0,0.0,0.0175,0.04508134410381857,0.1875,0.6145418113774151,35.0,0.0,80.0,0.0,0.9993430333669343,0.002155554715223482
ssmag55.xlsx,1,15.5,8.803408430829505,0.0,0.0,61.11833333333333,61.59899865304201,77.5775,78.14500815515323,0.0,0.0,51.41583333333334,30.282651573971773,216.565,127.48069252054306,55.0,0.0,5.0,0.0,0.32192554305847243,0.3639223707132856
ssmag55.xlsx,2,15.5,8.803408430829505,0.0,0.0,110.125,37.64958842564803,139.57833333333335,47.53129809768059,0.0,0.0,14.374166666666667,9.671535473725992,94.6125,64.0554951174478,55.0,0.0,10.0,0.0,0.6125746955596029,0.24385065896018454
ssmag55.xlsx,3,15.5,8.803408430829505,0.0,0.0,151.04666666666665,17.185314416943193,191.0425,21.56971171253963,0.0,0.0,1.9491666666666667,2.2140468811554155,18.265,20.949559290895802,55.0,0.0,20.0,0.0,0.912524978357691,0.09984857894852821
ssmag55.xlsx,4,15.5,8.803408430829505,0.0,0.0,155.83916666666667,10.060670873234061,197.41083333333333,12.410145466049368,0.0,0.0,0.9091666666666666,0.912614738495681,10.370000000000001,10.59075800745224,55.0,0.0,30.0,0.0,0.9497616791796365,0.05162788697665725
ssmag55.xlsx,5,15.5,8.803408430829505,0.0,0.0,158.49416666666667,6.3114519728622716,200.98833333333332,7.917779897531069,0.0,0.0,0.44916666666666666,0.38876924130968193,5.85,5.207082378506386,55.0,0.0,40.0,0.0,0.9714439528044526,0.025672928882795664
ssmag55.xlsx,6,15.5,8.803408430829505,0.0,0.0,160.44416666666666,6.042616909021738,203.35166666666666,7.9138026882470225,0.0,0.0,0.33249999999999996,0.32984779666615516,4.454166666666667,4.659071071268009,55.0,0.0,50.0,0.0,0.9782554007311611,0.02303870871001053
ssmag55.xlsx,7,15.5,8.803408430829505,0.0,0.0,161.6475,5.146815846916325,204.64583333333334,6.28356875911888,0.0,0.0,0.23666666666666666,0.2302297702870695,3.4025000000000003,3.8687650060986893,55.0,0.0,60.0,0.0,0.9834953239791191,0.01893794314071525
ssmag55.xlsx,8,15.5,8.803408430829505,0.0,0.0,161.15583333333333,4.130117950084377,204.26083333333332,5.410230105905901,0.0,0.0,0.2475,0.1524724395672418,3.3841666666666668,2.5903291906805888,55.0,0.0,70.0,0.0,0.9835623010307611,0.012941787724247552
ssmag55.xlsx,9,15.5,8.803408430829505,0.0,0.0,162.4,4.889943938752053,205.725,5.999525843333586,0.0,0.0,0.1725,0.1859678782051834,2.4833333333333334,3.1099557412676595,55.0,0.0,80.0,0.0,0.9879164601051449,0.015150527926234138
ssmag75.xlsx,1,15.5,8.803408430829505,0.0,0.0,21.09916666666667,30.00510336142645,25.8625,36.758842327039325,0.0,0.0,69.53,17.580539299719035,292.1716666666667,74.66429053844415,75.0,0.0,5.0,0.0,0.09900022327982305,0.1554472488332157
ssmag75.xlsx,2,15.5,8.803408430829505,0.0,0.0,65.02083333333333,32.83878402667454,79.72833333333332,40.262645653974,0.0,0.0,22.765,9.891143722438324,150.33416666666665,65.884194864188,75.0,0.0,10.0,0.0,0.36870419608077193,0.20802106880856366
ssmag75.xlsx,3,15.5,8.803408430829505,0.0,0.0,109.9225,14.051799722136469,134.82083333333333,17.377886864282896,0.0,0.0,4.483333333333333,2.2469551555970955,42.968333333333334,21.49602402423701,75.0,0.0,20.0,0.0,0.7609342496929945,0.11384672922067912
ssmag75.xlsx,4,15.5,8.803408430829505,0.0,0.0,119.5175,10.36113250616673,146.36499999999998,13.086884063166398,0.0,0.0,2.1608333333333336,1.0493570144036588,24.7675,12.404598267967213,75.0,0.0,30.0,0.0,0.8550801548793668,0.07247101771856582
ssmag75.xlsx,5,15.5,8.803408430829505,0.0,0.0,124.45583333333335,10.007841070995225,152.68916666666667,12.403742627858772,0.0,0.0,1.3016666666666665,0.8168466843582867,16.326666666666668,11.313576931656309,75.0,0.0,40.0,0.0,0.9031444159512578,0.06660856623758722
ssmag75.xlsx,6,15.5,8.803408430829505,0.0,0.0,126.8825,6.7293526806075485,155.54083333333335,8.206863410599077,0.0,0.0,0.9233333333333333,0.45461869838309577,12.273333333333333,6.52384860145548,75.0,0.0,50.0,0.0,0.9266275777865042,0.03939807802056566
ssmag75.xlsx,7,15.5,8.803408430829505,0.0,0.0,129.14583333333334,8.306821260507714,158.265,10.17558902810867,0.0,0.0,0.7,0.46008807252824824,9.608333333333333,6.717002145011714,75.0,0.0,60.0,0.0,0.9420235051498798,0.04192948154537131
ssmag75.xlsx,8,15.5,8.803408430829505,0.0,0.0,129.78583333333333,6.597784644306279,158.88166666666666,7.6881260141334495,0.0,0.0,0.615,0.3324154027718933,8.889166666666666,5.385419665287411,75.0,0.0,70.0,0.0,0.9466320972046643,0.0330172921404674
ssmag75.xlsx,9,15.5,8.803408430829505,0.0,0.0,130.715,6.322952169511567,159.99833333333333,7.747229575271021,0.0,0.0,0.47250000000000003,0.22450616303651735,7.475833333333333,3.666028124911711,75.0,0.0,80.0,0.0,0.9548767583191548,0.023188130511786545
ssmag95.xlsx,1,15.5,8.803408430829505,0.0,0.0,7.87,10.023464711744449,9.463333333333333,12.127472611967548,0.0,0.0,76.73916666666668,7.2674839220648595,321.92333333333335,29.128246402860356,95.0,0.0,5.0,0.0,0.030522944413695123,0.040078873899812135
ssmag95.xlsx,2,15.5,8.803408430829505,0.0,0.0,32.553333333333335,17.801326632727616,39.181666666666665,21.56599327858455,0.0,0.0,30.839166666666664,6.212382252173995,205.05666666666667,40.35502625049525,95.0,0.0,10.0,0.0,0.1677598696396287,0.1004721553106608
ssmag95.xlsx,3,15.5,8.803408430829505,0.0,0.0,74.45916666666668,14.174428291294767,89.2325,16.967734530166567,0.0,0.0,8.463333333333333,2.4839721850479632,82.28416666666666,24.07887853540917,95.0,0.0,20.0,0.0,0.5250277276255592,0.11974626938658191
ssmag95.xlsx,4,15.5,8.803408430829505,0.0,0.0,89.20916666666668,15.230750263593517,106.64083333333333,18.27192882271324,0.0,0.0,4.014166666666666,1.8015879410107636,46.84916666666666,21.32257331801907,95.0,0.0,30.0,0.0,0.6973842424161975,0.13150431823620495
ssmag95.xlsx,5,15.5,8.803408430829505,0.0,0.0,95.54916666666666,11.210377510895055,114.68416666666667,13.399757916195489,0.0,0.0,2.5116666666666663,1.022879078481617,32.16916666666667,13.121347904591714,95.0,0.0,40.0,0.0,0.7808613858769877,0.0897444551417403
ssmag95.xlsx,6,15.5,8.803408430829505,0.0,0.0,99.52833333333334,7.496254045364499,119.27583333333334,8.924497675744433,0.0,0.0,1.8299999999999998,0.6190718859712496,24.822499999999998,8.87831858790142,95.0,0.0,50.0,0.0,0.8278677341680272,0.061116659115420385
ssmag95.xlsx,7,15.5,8.803408430829505,0.0,0.0,100.81166666666667,8.646326041908692,120.97583333333334,10.56346477604355,0.0,0.0,1.5008333333333332,0.6295346986319411,21.384166666666665,9.301449375689025,95.0,0.0,60.0,0.0,0.8493856562725852,0.06616419941996143
ssmag95.xlsx,8,15.5,8.803408430829505,0.0,0.0,104.43666666666667,7.2413763615210165,125.19333333333334,8.833571185260098,0.0,0.0,1.1424999999999998,0.4066341022386689,16.9225,6.902168418642821,95.0,0.0,70.0,0.0,0.8804211947170227,0.04960741143849392
ssmag95.xlsx,9,15.5,8.803408430829505,0.0,0.0,107.02749999999999,7.14925348767509,128.34083333333334,8.657557201393605,0.0,0.0,0.9366666666666666,0.3742079758575468,14.238333333333333,6.001356647391938,95.0,0.0,80.0,0.0,0.8995261832347236,0.04391495561520486
