Mazur k,Mazur R^2,Mazur Sy.x,Mazur Residuals,Myerson & Green k,Myerson & Green s,Myerson & Green R^2,Myerson & Green Sy.x,Myerson & Green Residuals,Rachlin k,Rachlin s,Rachlin R^2,Rachlin Sy.x,Rachlin Residuals
0.03206066296432877,0.9796515567007447,4.4293432042651455,"[ 0.55499389 -4.66512193 -2.59728466 -5.66308467  0.60506596  2.00699754
  5.09875769  6.78633173]",0.05119407441875379,0.7419657108275344,0.989473298021974,3.185810221029567,"[ 4.89204176 -1.29192688 -0.90064867 -5.51977746 -0.54297938 -0.18353868
  2.07233542  3.08907127]",0.04398350744686338,0.9129695567313816,0.9865398191797019,3.602460142135665,"[ 5.00162672 -1.97034105 -1.57396871 -5.90591313 -0.56373331  0.16221949
  2.75779781  4.07906524]"
